Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location
1081073,barcelona,Room,From 2 March,450,some bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1081073,L'Hospitalet de Llobregat
1190063,barcelona,Room,From 2 March,430-545,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190063,Barcelona
1208348,barcelona,Room,From 2 March,600,bills included,Room for rent in a 5-Bedroom apartment in Barcelona.,https://www.spotahome.com/barcelona/for-rent:rooms/1208348,Barcelona
283341,barcelona,Room,From 3 March,630,bills included,Room in 4-bedroom apartment in Eixample Dreta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/283341,Eixample Dreta
1190065,barcelona,Room,From 2 March,450-565,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190065,Barcelona
780909,barcelona,Studio,From 6 July,1200,some bills included,1-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/780909,El Raval
1196249,barcelona,Apartment,From 2 June,2700-3000,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196249,Barcelona
1219798,barcelona,Room,From 2 March,725,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1219798,Barcelona
334049,barcelona,Room,From 2 March,430-540,instant booking,Room in 5-bedroom apartment in Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/334049,Horta-Guinardó
982422,barcelona,Room,From 2 March,750,no deposit,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/982422,Barcelona
1208988,barcelona,Apartment,From 2 March,1390-2990,no deposit,2-bedroom apartment for rent in Sitges,https://www.spotahome.com/barcelona/for-rent:apartments/1208988,Sitges
1203084,barcelona,Studio,From 7 March,1400,spotahome plus,Studio apartment for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1203084,Eixample
880351,barcelona,Apartment,From 2 March,1620,bills included,Rooms for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/880351,Barcelona
956417,barcelona,Room,From 2 March,515,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956417,Barcelona
229444,barcelona,Room,From 2 March,480-600,instant booking,Bright room in 6-bedroom apartment in Les Corts Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/229444,Les Corts
1090767,barcelona,Room,From 5 March,700-750,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090767,Barcelona
272421,barcelona,Apartment,From 3 March,1550,some bills included,2-bedroom apartment for rent in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/272421,El Born
985691,barcelona,Apartment,From 1 April,1620,bills included,3-bedroom apartment for rent in Sants-Montjuïc Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/985691,Sants-Montjuïc
219435,barcelona,Room,From 30 June,600-745,instant booking,Room in 5-bedroom apartment L'Esquerra l'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/219435,Eixample Eixample Esquerra l'Eixample
201538,barcelona,Studio,From 3 March,730,some bills included,Semi-independt studio apartment for rent in El Raval,https://www.spotahome.com/barcelona/for-rent:studios/201538,El Raval
768574,barcelona,Room,From 3 March,450,bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/768574,L'Hospitalet de Llobregat
251737,barcelona,Room,From 7 March,500,no deposit,Room in shared apartment  Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/251737,Sants
942592,barcelona,Room,From 2 March,445,instant booking,Room for rent in 5-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/942592,Barcelona
955346,barcelona,Room,From 7 March,625,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/955346,Barcelona
262956,barcelona,Apartment,From 5 March,1300,spotahome plus,2-bedroom apartment for rent in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:apartments/262956,Eixample Eixample Esquerra
326474,barcelona,Room,From 2 March,400-495,instant booking,Room for rent 7-bedroom apartment L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/326474,Eixample Eixample Esquerra de l'Eixample
1090765,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090765,Barcelona
206774,barcelona,Room,From 2 March,475-595,instant booking,Furnished room 7-bedroom apartment Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/206774,Horta-Guinardó
1217893,barcelona,Room,From 7 March,500,some bills included,Room in shared apartment in Sant Adrià de Besòs,https://www.spotahome.com/barcelona/for-rent:rooms/1217893,Sant Adrià de Besòs
1199274,barcelona,Room,From 5 March,685,bills included,Furnished Bedroom in Barcelona - Bedroom number 1,https://www.spotahome.com/barcelona/for-rent:rooms/1199274,Barcelona
1081663,barcelona,Room,From 2 March,700,no deposit,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1081663,Barcelona
962796,barcelona,Room,From 2 March,525,instant booking,Room for rent in 5-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/962796,Eixample
922260,barcelona,Room,From 2 March,550,bills included,Room in 2-bedroom apartment in El Carmel Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/922260,El Carmel
218408,barcelona,Room,From 15 March,445,instant booking,Tidy room for rent in 5-bedroom apartment next to La Rambla,https://www.spotahome.com/barcelona/for-rent:rooms/218408,La Rambla
768572,barcelona,Room,From 3 March,575,bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/768572,L'Hospitalet de Llobregat
1218463,barcelona,Room,From 2 March,910,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1218463,Barcelona
373987,barcelona,Room,From 5 March,439,some bills included,Room in 14-bedroom apartment in Sant Gervasi Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/373987,Sant Gervasi
1191054,barcelona,Room,From 15 March,475,bills included,Room for rent in a 4-bedroom apartment in Mataró,https://www.spotahome.com/barcelona/for-rent:rooms/1191054,Mataró
366029,barcelona,Room,From 2 March,500,bills included,Cozy room in 6-bedroom house in Sant Cugat del Vallès,https://www.spotahome.com/barcelona/for-rent:rooms/366029,Sant Cugat del Vallès
392365,barcelona,Room,From 3 March,431-575,bills included,Cosy room for rent in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/392365,Eixample
973202,barcelona,Room,From 2 March,625,instant booking,Room for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973202,Barcelona
1218464,barcelona,Room,From 2 March,820,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1218464,Barcelona
777449,barcelona,Room,From 5 March,580,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777449,Barcelona
1002483,barcelona,Room,From 7 March,500,bills included,Cozy bedroom in 7-bedroom apartment for rent in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1002483,Barcelona
132751,barcelona,Apartment,From 18 March,1250,some bills included,2-bedroom apartment for rent with balcony in El Raval,https://www.spotahome.com/barcelona/for-rent:apartments/132751,El Raval
1086158,barcelona,Studio,From 3 March,1170,some bills included,Studio apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1086158,Barcelona
1083399,barcelona,Room,From 2 March,600,no deposit,Room for rent in 3-bedroom apartment in Cornellà Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1083399,Cornellà
219457,barcelona,Room,From 2 March,485,instant booking,Furnished room in 5-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/219457,Gràcia
221781,barcelona,Room,From 2 March,620,some bills included,Spacious room in 5-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/221781,El Raval
1205899,barcelona,Room,From 2 March,690,some bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1205899,Barcelona
1195293,barcelona,Room,From 1 May,500,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1195293,Barcelona
762491,barcelona,Room,From 2 March,950,bills included,Rooms for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/762491,Barcelona
777447,barcelona,Room,From 5 March,526,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777447,Barcelona
374284,barcelona,Room,From 5 March,634,some bills included,Room in 10-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/374284,Eixample Eixample Esquerra de l'Eixample
253769,barcelona,Room,From 7 March,650,bills included,Room for rent in 4-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/253769,Gracia
917848,barcelona,Room,From 2 March,650,bills included,Room for rent in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/917848,Barcelona
440494,barcelona,Apartment,From 7 March,1700,bills included,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/440494,Barcelona
120170,barcelona,Studio,From 6 March,750,instant booking,Studio apartment with AC for rent in Collblanc Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/120170,Collblanc
138804,barcelona,Studio,From 10 March,1300,bills included,Bijou studio apartment for rent in El Raval,https://www.spotahome.com/barcelona/for-rent:studios/138804,El Raval
1089072,barcelona,Room,From 2 March,525,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1089072,Barcelona
161865,barcelona,Room,From 2 March,580,some bills included,Luminous room in 5-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/161865,Gràcia
127991,barcelona,Room,From 2 March,1200-1300,no deposit,Big room in 6-bedroom apartment in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/127991,La Barceloneta
1010372,barcelona,Room,From 29 March,890,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1010372,Barcelona
1215438,barcelona,Apartment,From 2 March,1620,bills included,Whole 3 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1215438,Barcelona
1217901,barcelona,Room,From 1 April,775,no deposit,Room for rent in a 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1217901,Barcelona
605357,barcelona,Room,From 30 March,430,bills included,Rooms for rent in 2-bedroom apartment in La Sagrada Família,https://www.spotahome.com/barcelona/for-rent:rooms/605357,La Sagrada Família
1198799,barcelona,Apartment,From 2 March,1090,some bills included,Modern fully furnished apartment on Guifré street,https://www.spotahome.com/barcelona/for-rent:apartments/1198799,Guifré
608691,barcelona,Room,From 3 March,491-655,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/608691,Barcelona
695509,barcelona,Room,From 7 March,470,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/695509,Barcelona
1014779,barcelona,Apartment,From 2 March,1400,bills included,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1014779,Barcelona
1185408,barcelona,Studio,From 2 March,1000,some bills included,Studio apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1185408,Ciutat Vella Vella
1210089,barcelona,Room,From 3 March,600,bills included,Bedroom with Double Bed in  Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1210089,Ciutat Vella Vella
514185,barcelona,Room,From 2 March,550,bills included,Room in shared apartment in Sant Cugat del Vallès,https://www.spotahome.com/barcelona/for-rent:rooms/514185,Sant Cugat del Vallès
1000074,barcelona,Room,From 7 March,530,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1000074,Barcelona
94104,barcelona,Room,From 3 March,499-665,bills included,Cozy room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/94104,El Born
1213609,barcelona,Apartment,From 5 March,2075,no deposit,Rustic flat in the Gothic centre,https://www.spotahome.com/barcelona/for-rent:apartments/1213609,Gothic
264267,barcelona,Room,From 2 March,650,bills included,Room in 4-bedroom apartment in LEsquerra de lEixample,https://www.spotahome.com/barcelona/for-rent:rooms/264267,de
580279,barcelona,Room,From 2 March,550,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580279,Barcelona
1090761,barcelona,Room,From 5 March,800-850,bills included,Room for rent in 9-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1090761,Barcelona
1170512,barcelona,Room,From 3 March,490,bills included,Room in shared apartment in El Prat de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1170512,El Prat de Llobregat
579898,barcelona,Room,From 2 March,575,bills included,Rooms for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/579898,Barcelona
1169307,barcelona,Room,From 2 March,500,bills included,Rooms for rent in 2-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1169307,Barcelona
384036,barcelona,Apartment,From 2 March,1700,bills included,1-bedroom apartment for rent in Vila Olímpica Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/384036,Vila Olímpica
1202578,barcelona,Room,From 7 March,590,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202578,Barcelona
1199391,barcelona,Room,From 3 March,900,bills included,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199391,Barcelona
1073866,barcelona,Apartment,From 2 March,1980,bills included,1-bedroom apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1073866,Barcelona
931859,barcelona,Room,From 16 March,580,instant booking,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/931859,Barcelona
1091377,barcelona,Room,From 31 March,560,instant booking,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091377,Barcelona
480292,barcelona,Room,From 18 March,629,instant booking,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/480292,Barcelona
1199284,barcelona,Room,From 13 March,750,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199284,Barcelona
913279,barcelona,Room,From 7 March,550,some bills included,Rooms for rent in shared apartment in Bacelona,https://www.spotahome.com/barcelona/for-rent:rooms/913279,Barcelona
956826,barcelona,Room,From 2 March,550,instant booking,Room for rent in 4-bedroom apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/956826,El Raval
917841,barcelona,Room,From 7 March,650,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/917841,Barcelona
1074447,barcelona,Room,From 2 March,800,no deposit,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1074447,Barcelona
930592,barcelona,Room,From 2 March,595,bills included,Room for rent in 4-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/930592,Barcelona
953317,barcelona,Room,From 5 March,584,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/953317,Barcelona
1087760,barcelona,Apartment,From 5 March,1900,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1087760,Barcelona
510900,barcelona,Apartment,From 31 March,1350,some bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/510900,Barcelona
952274,barcelona,Room,From 2 March,500-645,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952274,Barcelona
639145,barcelona,Room,From 2 March,460-575,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/639145,Barcelona
777448,barcelona,Room,From 5 March,559,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/777448,Barcelona
827148,barcelona,Room,From 2 March,590-675,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827148,Barcelona
372789,barcelona,Room,From 5 March,689,some bills included,Room in 10-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/372789,Eixample Eixample Esquerra de l'Eixample
1015667,barcelona,Apartment,From 2 March,2900,no deposit,1-bedroom apartment for rent in Born Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1015667,Born
226090,barcelona,Room,From 2 March,695-800,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/226090,Barcelona
272058,barcelona,Studio,From 6 March,790,instant booking,Studio for rent in L'Hospitalet de Llobregat Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/272058,L'Hospitalet de Llobregat
602410,barcelona,Room,From 5 March,682,bills included,Rooms for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/602410,Barcelona
961242,barcelona,Room,From 2 March,600,instant booking,Room for rent in 3-bedroom apartment in Porta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/961242,Porta
642551,barcelona,Studio,From 2 March,1295,bills included,Studio apartment for rent in Ciutat Vella Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/642551,Ciutat Vella Vella
1001197,barcelona,Apartment,From 7 March,2000,bills included,1-bedroom apartment for rent in La Barceloneta Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1001197,La Barceloneta
396065,barcelona,Room,From 2 March,470,instant booking,Lovely room for rent in Navas Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/396065,Navas
200965,barcelona,Studio,From 6 March,799,instant booking,Studio for rent in L'Hospitalet de Llobregat Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/200965,L'Hospitalet de Llobregat
390781,barcelona,Room,From 7 March,600,bills included,Room for rent in 4-bedroom apartment in Gracia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/390781,Gracia
295382,barcelona,Room,From 2 March,950,bills included,Huge room in 5-bedroom apartment in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/295382,Gràcia
433931,barcelona,Apartment,From 2 March,2200,some bills included,3-bedroom apartment for rent in L'Hospitalet De Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/433931,L'Hospitalet De Llobregat
955347,barcelona,Room,From 7 March,625,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/955347,Barcelona
135431,barcelona,Studio,From 14 March,1250,some bills included,Studio apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/135431,El Raval
939948,barcelona,Room,From 16 March,520,instant booking,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939948,Barcelona
154962,barcelona,Room,From 2 March,500-625,instant booking,Charming room for rent in Gràcia Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/154962,Gràcia
818589,barcelona,Room,From 2 March,550,bills included,Room for rent in a 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/818589,Barcelona
1190061,barcelona,Room,From 2 March,470-595,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1190061,Barcelona
1199283,barcelona,Room,From 13 March,750,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199283,Barcelona
302695,barcelona,Room,From 17 March,595,bills included,Room for rent in 7-bedroom apartment in Barri Gòtic,https://www.spotahome.com/barcelona/for-rent:rooms/302695, Gòtic
334048,barcelona,Room,From 2 March,445,instant booking,Room in 5-bedroom apartment in Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/334048,Horta-Guinardó
150727,barcelona,Room,From 2 March,600,some bills included,Interior room for rent L'Esquerra de l'Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/150727,Eixample Eixample Esquerra de l'Eixample
973266,barcelona,Room,From 1 April,495,instant booking,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973266,Barcelona
1085723,barcelona,Room,From 7 March,465,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1085723,Barcelona
120983,barcelona,Room,From 3 March,609-812,bills included,Relaxing room in 7-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/120983,Eixample
206775,barcelona,Room,From 30 September,540,instant booking,Tidy room in 7-bedroom apartment Horta-Guinardó Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/206775,Horta-Guinardó
1083376,barcelona,Apartment,From 2 March,2200,instant booking,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1083376,Barcelona
1192655,barcelona,Apartment,From 7 March,1520,spotahome plus,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1192655,Barcelona
917852,barcelona,Room,From 31 March,500,bills included,Room for rent in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/917852,Barcelona
432250,barcelona,Apartment,From 11 March,2000-3000,bills included,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/432250,Barcelona
811867,barcelona,Apartment,From 2 March,1500,bills included,1-bedroom apartment for rent in Barri Gotic Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/811867, Gothic Quarter
372790,barcelona,Room,From 5 March,525,some bills included,Room in 10-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/372790,Eixample Eixample Esquerra de l'Eixample
354228,barcelona,Apartment,From 5 March,1000,some bills included,Slick 1-bedroom apartment for rent in Sants Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/354228,Sants
1088065,barcelona,Studio,From 5 March,1700,some bills included,Whole 1 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1088065,Barcelona
945104,barcelona,Room,From 16 March,580,bills included,Room for rent in 3-bedroom apartment in Porta Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/945104,Porta
349806,barcelona,Room,From 29 March,580,bills included,Room for rent in 3-bedroom apartment in l'Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:rooms/349806,l'Eixample Eixample Esquerra
1172537,barcelona,Room,From 5 March,935,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1172537,Barcelona
85661,barcelona,Apartment,From 2 March,1850,bills included,Interior rented apartment in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/85661,El Raval
1202226,barcelona,Room,From 2 March,495,bills included,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1202226,Barcelona
118254,barcelona,Room,From 2 March,850,bills included,Room for rent in shared apartment near Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/118254,Eixample
289131,barcelona,Room,From 5 March,690,bills included,Tidy room for rent in 3-bedroom apartment in Gràcia,https://www.spotahome.com/barcelona/for-rent:rooms/289131,Gràcia
939949,barcelona,Room,From 2 March,620,instant booking,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/939949,Barcelona
282609,barcelona,Apartment,From 2 March,1320,long term,Comfy 2-bedroom apartment to rent in Cornellà de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/282609,Cornellà de Llobregat
226795,barcelona,Room,From 2 April,400-500,instant booking,Cosy room 6-bedroom apartment L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/226795,Eixample Eixample Esquerra de l'Eixample
84705,barcelona,Room,From 1 April,495,bills included,Welcoming room in shared apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/84705,Poblenou
973311,barcelona,Apartment,From 2 March,1400,bills included,Whole 2 bedrooms apartment in Badalona,https://www.spotahome.com/barcelona/for-rent:apartments/973311,Badalona
599304,barcelona,Room,From 2 March,540,bills included,Room for rent in 2-bedroom apartment in Madrid,https://www.spotahome.com/barcelona/for-rent:rooms/599304,Madrid
380306,barcelona,Room,From 5 March,547,some bills included,Room for rent in 19-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/380306,Eixample
1008449,barcelona,Apartment,From 2 March,2300,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1008449,Barcelona
1199285,barcelona,Room,From 13 March,650,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1199285,Barcelona
146566,barcelona,Apartment,From 4 April,1350,some bills included,Elegant 1-bedroom apartment for rent in Poble-sec Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/146566,Poble-sec
827145,barcelona,Room,From 2 March,650-750,instant booking,Live the coliving experience in the heart of Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/827145,Barcelona
1209088,barcelona,Apartment,From 2 March,1495,some bills included,Cozy furnished apartment in El Clot,https://www.spotahome.com/barcelona/for-rent:apartments/1209088,El Clot
950619,barcelona,Room,From 2 March,950,bills included,Room for rent in 5-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/950619,Eixample
925221,barcelona,Room,From 8 March,540,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/925221,Barcelona
954491,barcelona,Room,From 2 March,600,bills included,Room for rent in 3-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/954491,Barcelona
580289,barcelona,Room,From 2 March,780,bills included,Room for rent in 2-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580289,Eixample
1196098,barcelona,Apartment,From 3 March,1500-1800,bills included,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1196098,Barcelona
1206375,barcelona,Room,From 7 April,550,no deposit,Room in shared apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1206375,Barcelona
982712,barcelona,Room,From 1 April,900,bills included,Room for rent in a 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/982712,Barcelona
1209143,barcelona,Studio,From 2 March,1390-2990,no deposit,Studio apartment for rent in Sitges,https://www.spotahome.com/barcelona/for-rent:studios/1209143,Sitges
565524,barcelona,Room,From 2 March,590,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/565524,Barcelona
1069918,barcelona,Apartment,From 5 March,1900,some bills included,2-bedroom apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1069918,El Raval
