Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link,Specific Location
480289,barcelona,Room,From 18 June,649,instant booking,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/480289,Barcelona
329740,barcelona,Room,From 2 July,630,some bills included,Great room to rent in 5-bedroom apartment,https://www.spotahome.com/barcelona/for-rent:rooms/329740,Barcelona
952909,barcelona,Room,From 4 June,1066,bills included,Room for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952909,Barcelona
146465,barcelona,Room,From 2 July,565-720,bills included,Fresh room in 9-bedroom apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/146465,El Born
117039,barcelona,Room,From 8 July,490,bills included,Interior room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/117039,Eixample
1006336,barcelona,Room,From 3 July,670,bills included,Rooms for rent in 7-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1006336,Barcelona
117040,barcelona,Room,From 21 July,490,bills included,Light room in shared apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/117040,Eixample
1091380,barcelona,Room,From 31 March,490,instant booking,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091380,Barcelona
142647,barcelona,Apartment,From 3 March,1250,some bills included,Light 3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/142647,Barcelona
205055,barcelona,Room,From 3 July,699,instant booking,Rooms for rent in a  2-Bedrooms apartment in L'Hospitalet,https://www.spotahome.com/barcelona/for-rent:rooms/205055,L'Hospitalet
466304,barcelona,Room,From 3 July,649,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/466304,Barcelona
466300,barcelona,Room,From 3 July,649,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/466300,Barcelona
94108,barcelona,Room,From 2 July,569-758,bills included,Light room in shared apartment in El Born Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/94108,El Born
350889,barcelona,Room,From 1 July,715,instant booking,Room for rent in 5-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/350889,Eixample Dreta
364263,barcelona,Apartment,From 16 July,1290,bills included,2-bedroom flat to rent in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/364263,L'Hospitalet de Llobregat
1088721,barcelona,Apartment,From 4 July,2390,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1088721,Barcelona
1089848,barcelona,Studio,From 21 April,2140,bills included,Studio apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1089848,Barcelona
1001063,barcelona,Room,From 2 May,875,bills included,Room for rent in 4-bedroom apartment in Eixample Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1001063,Eixample
129597,barcelona,Studio,From 2 August,950,some bills included,Gorgeous studio apartment for rent in El Raval Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/129597,El Raval
118263,barcelona,Room,From 1 July,850,bills included,Beautiful room in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/118263,Poblenou
118264,barcelona,Room,From 1 July,850,bills included,Lively room in 4-bedroom apartment in Poblenou Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/118264,Poblenou
118268,barcelona,Room,From 1 July,850,bills included,Modern 1-bedroom apartment for rent in Aluche Madrid,https://www.spotahome.com/barcelona/for-rent:rooms/118268,Madrid
118266,barcelona,Room,From 1 July,850,bills included,Rooms in shared apartment in Villa Olímpica Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/118266,Olímpica
924863,barcelona,Apartment,From 17 May,3900,no deposit,1-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/924863,Barcelona
1180341,barcelona,Studio,From 18 April,3324-3724,no deposit,Studio apartment for rent in Barcelona Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/1180341,Barcelona
640774,barcelona,Room,From 17 June,560-710,bills included,Bedroom in 4-bedroom share in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/640774,Barcelona
599080,barcelona,Apartment,From 8 July,1500,some bills included,2-bedroom apartment for rent in Plaça Espanya Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/599080,Plaça Espanya
411441,barcelona,Room,From 2 July,600,some bills included,Room for rent in  7-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/411441,Eixample Dreta
