Reference Number,City,House Type,Available From,Price,Additional Info,Ad Title,Link
523138,barcelona,Room,From 4 July,849,instant booking,Rooms for rent in 8-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/523138
877414,barcelona,Room,From 3 July,888,bills included,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/877414
982354,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982354
340365,barcelona,Room,From 2 July,700,some bills included,"Spacious room for rent in 5-bedroom apartment, Barri Gòtic",https://www.spotahome.com/barcelona/for-rent:rooms/340365
781488,barcelona,Room,From 6 August,450,bills included,Room for rent in 12-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/781488
953158,barcelona,Room,From 3 July,889,bills included,Rooms for rent in 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/953158
411442,barcelona,Room,From 11 July,760,some bills included,Room for rent in  7-bedroom apartment in Eixample Dreta,https://www.spotahome.com/barcelona/for-rent:rooms/411442
1179831,barcelona,Apartment,From 10 May,3361-3724,no deposit,"2-bedroom apartment for rent in Sagrada Familia, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1179831
382720,barcelona,Room,From 17 July,480,bills included,"Cosy room for rent, 5-bedroom apartment, L’Eixample",https://www.spotahome.com/barcelona/for-rent:rooms/382720
202672,barcelona,Room,From 2 June,745-993,bills included,"Bright room in 5-bedroom apartment, Eixample Dreta Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/202672
982370,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982370
982352,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982352
622201,barcelona,Apartment,From 3 June,1390,some bills included,Modern furnished and equipped apartment in L' Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:apartments/622201
157535,barcelona,Room,From 3 August,500,some bills included,"Interior room, 2-bedrooms in Sarrià-Sant Gervasi, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/157535
1073985,barcelona,Apartment,From 24 March,3027,some bills included,Wonderful furnished apartment in Poblenou,https://www.spotahome.com/barcelona/for-rent:apartments/1073985
201539,barcelona,Studio,From 1 August,730,some bills included,"Studio apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/201539
956823,barcelona,Room,From 30 June,525,instant booking,"Room for rent in 4-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/956823
1091379,barcelona,Room,From 16 July,610,instant booking,Room for rent in shared 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1091379
219436,barcelona,Room,From 31 July,770,instant booking,"Room in 5-bedroom apartment L'Esquerra l'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/219436
569597,barcelona,Apartment,From 4 July,1300,spotahome plus,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/569597
821348,barcelona,Room,From 4 July,592,some bills included,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/821348
990704,barcelona,Apartment,From 11 June,2250-2650,some bills included,"2-bedroom apartment for rent in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/990704
952441,barcelona,Room,From 12 July,978,bills included,Room for rent in 4-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/952441
668594,barcelona,Apartment,From 6 June,3058-3542,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668594
991896,barcelona,Apartment,From 5 June,2860,no deposit,"2-bedroom apartment for rent in Vila De Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/991896
237306,barcelona,Room,From 6 August,395,bills included,Room in 8-bedroom apartment in Sarrià-Sant Gervasi,https://www.spotahome.com/barcelona/for-rent:rooms/237306
459076,barcelona,Apartment,From 13 June,2354,bills included,Whole 2 bedrooms apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/459076
639528,barcelona,Apartment,From 26 May,1050,some bills included,Bright furnished apartment in Sant Llàtzer street,https://www.spotahome.com/barcelona/for-rent:apartments/639528
1196243,barcelona,Room,From 3 June,1500-1800,bills included,Room for rent in shared 4 bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1196243
1181571,barcelona,Apartment,From 6 May,3845-5533,no deposit,"2-bedroom apartment for rent in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1181571
982382,barcelona,Residence,From 2 March,700,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982382
444052,barcelona,Studio,From 14 May,3845-4752,no deposit,Studio apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:studios/444052
621865,barcelona,Apartment,From 3 July,1100,some bills included,Apartment for rent in Calle Mercé Rodorera,https://www.spotahome.com/barcelona/for-rent:apartments/621865
146464,barcelona,Room,From 2 July,550-700,bills included,"Fresh room in 9-bedroom apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/146464
421495,barcelona,Room,From 1 July,630,bills included,Room for rent in 6-bedroom apartment in La Sagrada Famlia,https://www.spotahome.com/barcelona/for-rent:rooms/421495
928767,barcelona,Room,From 30 June,695,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/928767
982368,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982368
1081071,barcelona,Room,From 17 July,500,some bills included,Room in shared apartment in L'Hospitalet de Llobregat,https://www.spotahome.com/barcelona/for-rent:rooms/1081071
480291,barcelona,Room,From 3 July,749,instant booking,Rooms for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/480291
1181360,barcelona,Apartment,From 7 May,4204-4688,no deposit,"2-bedroom apartment for rent in L'Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1181360
668629,barcelona,Apartment,From 9 May,3639-4450,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668629
982348,barcelona,Residence,From 2 March,620,bills included,"Rooms for rent in a residence in Mataró, Barcelona",https://www.spotahome.com/barcelona/for-rent:residences/982348
380300,barcelona,Room,From 3 July,906,some bills included,"Room for rent in 19-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/380300
1090140,barcelona,Apartment,From 1 July,2300,bills included,Studio apartment for rent in a residence in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1090140
1183115,barcelona,Apartment,From 31 May,4202-5231,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1183115
1080599,barcelona,Room,From 1 August,550,bills included,Room for rent in a 6-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/1080599
229442,barcelona,Room,From 31 July,640,instant booking,"Bright room in 6-bedroom apartment in Les Corts, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/229442
90238,barcelona,Room,From 3 July,850,bills included,"Furnished room in shared apartment in Gràcia, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/90238
1013135,barcelona,Room,From 16 July,907,bills included,"Room for rent in 4-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1013135
323603,barcelona,Room,From 16 July,700,bills included,Room in 6-bedroom apartment in L'Esquerra de l'Eixample,https://www.spotahome.com/barcelona/for-rent:rooms/323603
935678,barcelona,Room,From 16 July,665,instant booking,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/935678
1069861,barcelona,Room,From 3 July,637,bills included,Room for rent in 6-bedroom apartment in Barcelona!,https://www.spotahome.com/barcelona/for-rent:rooms/1069861
123042,barcelona,Room,From 17 July,499,instant booking,"Big room in 6-bedroom apartment in El Born, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/123042
580694,barcelona,Room,From 1 August,550,bills included,Room for rent in 1-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/580694
119768,barcelona,Room,From 1 August,390,some bills included,"Big room in 3-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/119768
640970,barcelona,Room,From 1 July,695,some bills included,Room for rent in 5-bedroom apartment in Barrio Gótico,https://www.spotahome.com/barcelona/for-rent:rooms/640970
229415,barcelona,Room,From 30 June,595,instant booking,"Rooms for rent in 7-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/229415
523228,barcelona,Apartment,From 8 May,4505-5170,no deposit,"2-bedroom apartment for rent in El Barri Gotic, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/523228
296293,barcelona,Room,From 3 July,750,bills included,"Room in 4-bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/296293
1205261,barcelona,Apartment,From 10 May,4268-4873,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1205261
621392,barcelona,Apartment,From 3 July,1790,some bills included,Apartment for rent in Barcelona in Eixample Esquerra,https://www.spotahome.com/barcelona/for-rent:apartments/621392
867058,barcelona,Studio,From 21 June,2000,some bills included,"Studio apartment for rent in El Putxet I El Farr, Barcelona",https://www.spotahome.com/barcelona/for-rent:studios/867058
622507,barcelona,Apartment,From 13 July,1650,some bills included,Beautiful apartment with spectacular terrace in Sagrada Familia neighborhood,https://www.spotahome.com/barcelona/for-rent:apartments/622507
668406,barcelona,Apartment,From 7 May,3512-6204,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/668406
944074,barcelona,Apartment,From 3 July,1795,some bills included,Flat for rent steps away of the Sagrada Familia,https://www.spotahome.com/barcelona/for-rent:apartments/944074
417517,barcelona,Apartment,From 14 June,4800,instant booking,1-Bedroom Studio Apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/417517
1014256,barcelona,Room,From 2 July,775,bills included,"Room in 4 bedroom apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/1014256
809983,barcelona,Apartment,From 11 May,3966-4389,no deposit,2-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/809983
363934,barcelona,Room,From 6 August,425,instant booking,"Single room for rent, 6-bedroom apartment,  L’Esquerra",https://www.spotahome.com/barcelona/for-rent:rooms/363934
977832,barcelona,Room,From 4 July,985,bills included,Rooms for rent in a 8-Bedrooms Apartment,https://www.spotahome.com/barcelona/for-rent:rooms/977832
1180166,barcelona,Apartment,From 6 May,3663-4208,no deposit,"3-bedroom apartment for rent in Barcelona, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/1180166
619546,barcelona,Room,From 2 July,698-930,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/619546
601179,barcelona,Room,From 31 July,650,instant booking,Room for rent in a 3 bedroom apartment next to La Rambla,https://www.spotahome.com/barcelona/for-rent:rooms/601179
282049,barcelona,Room,From 1 August,700,bills included,"Cozy room in 4-bedroom apartment in Sants, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/282049
1182124,barcelona,Apartment,From 6 May,3853-4337,no deposit,3-bedroom apartment for rent in Barcelona,https://www.spotahome.com/barcelona/for-rent:apartments/1182124
300439,barcelona,Apartment,From 28 June,1300,long term,"Chill 2-bedroom apartment for rent in Barri Gòtic, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/300439
122524,barcelona,Apartment,From 4 July,1200,some bills included,"2-bedroom apartment for rent in Poblesec, Barcelona",https://www.spotahome.com/barcelona/for-rent:apartments/122524
103907,barcelona,Room,From 21 June,715-915,bills included,"Exterior room in shared apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/103907
456521,barcelona,Room,From 8 June,750,bills included,Room for rent in 7-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/456521
110564,barcelona,Room,From 2 July,550,bills included,"Decorated room for rent in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/110564
968341,barcelona,Room,From 1 August,700,bills included,"Room for rent in 5-bedroom apartment in El Raval, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/968341
156961,barcelona,Room,From 6 August,650,bills included,Spacious room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/156961
971692,barcelona,Room,From 1 August,800,bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/971692
973632,barcelona,Room,From 4 July,977,some bills included,Room for rent in 5-bedroom apartment in Barcelona,https://www.spotahome.com/barcelona/for-rent:rooms/973632
138814,barcelona,Room,From 1 August,650,some bills included,"Nice room for rent in 6-bed apartment in Eixample, Barcelona",https://www.spotahome.com/barcelona/for-rent:rooms/138814
