Reference Number,Bedrooms,Flatmates,Bathrooms,Area
957072,1,No info,1,No info
203538,No info,10,2,150
445792,2,No info,1,60
769614,2,No info,2,67
760884,3,No info,2,94
368157,1,No info,1,No info
982380,1,No info,No info,No info
964555,No info,6,1,97
639146,No info,6,2,No info
1003977,No info,7,2,No info
769334,No info,5,5,200
954774,No info,6,2,115
972597,No info,7,2,No info
1021634,No info,4,2,100
1196224,2,No info,No info,No info
281274,No info,3,1,70
953159,No info,6,2,No info
939139,No info,4,2,No info
1190811,No info,5,No info,No info
1182094,3,No info,No info,No info
927700,No info,4,No info,No info
602426,2,No info,1,80
1202231,No info,2,1,110
451964,2,No info,2,60
952428,No info,5,No info,94
952407,No info,5,1,96
952419,No info,5,No info,96
977261,2,No info,1,70
935677,No info,5,1,No info
120234,2,No info,1,45
1183005,2,No info,No info,No info
444076,1,No info,1,70
1183119,1,No info,No info,No info
372778,No info,14,3,320
372782,No info,14,3,320
1205299,2,No info,No info,No info
473389,2,No info,2,70
620711,2,No info,2,No info
810085,1,No info,1,60
363725,No info,4,1,85
154503,No info,10,1,200
994788,No info,7,2,No info
126983,No info,8,2,180
126982,No info,8,2,180
1085945,1,No info,1,No info
991351,No info,No info,1,50
810174,1,No info,1,63
1075183,No info,No info,1,No info
967841,No info,5,1,130
1013045,No info,5,No info,No info
952276,No info,5,1,No info
982358,1,No info,No info,No info
601194,No info,5,2,75
769600,2,No info,2,70
810115,1,No info,1,80
624297,3,No info,No info,80
624285,3,No info,No info,80
624277,3,No info,2,80
952784,No info,6,No info,130
1182766,1,No info,No info,No info
468787,2,No info,1,85
151057,No info,No info,1,50
1066311,No info,3,2,100
1181583,1,No info,No info,No info
411439,No info,7,3,No info
411443,No info,7,3,No info
1181694,1,No info,No info,No info
982344,1,No info,No info,No info
513085,No info,6,2,160
513084,No info,6,2,160
1181528,1,No info,No info,No info
153918,3,No info,1,90
373194,No info,6,6,128
935412,2,No info,1,75
1069859,No info,6,No info,No info
201529,No info,6,No info,134
601196,No info,5,2,75
218317,No info,10,2,200
380298,No info,19,6,320
1090142,1,No info,No info,No info
1090150,1,No info,No info,No info
460054,No info,3,1,100
392363,No info,5,3,No info
403035,No info,7,5,No info
871146,2,No info,2,75
123044,No info,6,2,120
123045,No info,6,2,120
1066312,No info,3,2,100
592477,No info,3,No info,No info
929873,No info,9,2,No info
301376,No info,5,2,105
973200,No info,8,3,No info
942719,No info,6,5,250
201545,No info,No info,1,16
970037,No info,8,4,No info
970039,No info,8,4,No info
639705,No info,7,3,125
1180332,2,No info,No info,No info
1074735,2,No info,1,85
952264,No info,4,1,77
777438,No info,2,1,80
962847,No info,7,No info,No info
296295,No info,4,2,110
625168,1,No info,1,60
1020683,2,No info,2,70
279185,2,No info,1,60
620732,2,No info,2,No info
625140,3,No info,3,105
263513,No info,9,5,282
397724,3,No info,1,55
1175863,2,No info,1,58
953157,No info,6,2,No info
1088854,No info,7,2,150
947665,No info,6,2,180
513086,No info,6,2,160
106942,No info,No info,1,50
947662,No info,6,2,180
1081072,No info,4,1,65
110651,No info,6,2,140
440498,No info,4,2,110
935511,No info,2,1,35
952263,No info,4,1,77
952905,No info,6,No info,123
1191137,No info,No info,1,55
226796,No info,6,No info,128
1089125,No info,3,2,100
782389,No info,12,1,588
782388,No info,12,1,588
782390,No info,12,1,588
782387,No info,12,1,588
982087,No info,4,2,120
982372,1,No info,No info,No info
668376,2,No info,1,70
1180285,2,No info,No info,No info
1073979,2,No info,2,No info
769335,No info,5,5,200
1182884,2,No info,No info,No info
263517,No info,9,5,282
952449,No info,5,No info,101
1182754,2,No info,No info,No info
1180297,2,No info,No info,No info
621689,3,No info,1,No info
1014565,No info,4,2,96
1090180,No info,No info,No info,No info
778505,No info,4,2,94
1022284,4,No info,4,150
1183129,2,No info,No info,No info
923055,No info,2,No info,No info
924335,No info,5,1,114
933813,3,No info,1,70
647832,2,No info,1,No info
761447,No info,2,2,60
886434,1,No info,2,50
982336,1,No info,No info,No info
668480,2,No info,2,85
1069835,No info,10,4,350
953698,No info,4,1,No info
942720,No info,6,5,250
573718,No info,20,15,1000
373196,No info,6,6,128
340366,No info,5,2,160
1091456,No info,8,3,170
931847,No info,8,2,140
263516,No info,9,5,282
1180015,2,No info,No info,No info
1182086,3,No info,No info,No info
982376,1,No info,No info,No info
982276,1,No info,No info,No info
120223,No info,10,4,360
928796,3,No info,2,No info
1076596,No info,6,4,160
1070803,3,No info,2,89
622240,2,No info,1,No info
396582,3,No info,2,100
1182880,2,No info,No info,No info
952862,No info,6,No info,130
611235,No info,4,1,No info
354216,1,No info,1,60
952766,No info,8,No info,126
577252,3,No info,1,75
982374,1,No info,No info,No info
621542,3,No info,1,No info
123040,No info,6,2,120
592470,No info,4,No info,No info
163337,No info,3,2,80
952803,No info,8,No info,133
810238,3,No info,2,80
229420,No info,7,2,No info
449165,2,No info,1,55
1180262,2,No info,No info,No info
1181553,2,No info,No info,No info
592485,No info,3,No info,No info
1014871,No info,8,3,280
382716,No info,5,2,1
984070,No info,4,1,No info
523138,No info,8,2,200
877414,No info,7,1,No info
982354,1,No info,No info,No info
340365,No info,5,2,160
781488,No info,14,4,380
953158,No info,6,2,No info
411442,No info,7,3,No info
1179831,2,No info,No info,No info
382720,No info,5,2,1
202672,No info,5,2,130
982370,1,No info,No info,No info
982352,1,No info,No info,No info
622201,2,No info,1,No info
157535,No info,3,1,60
1073985,2,No info,2,No info
201539,No info,No info,1,16
956823,No info,4,1,87
1091379,No info,4,1,90
219436,No info,5,2,92
569597,2,No info,1,60
821348,No info,7,1,No info
990704,2,No info,No info,No info
952441,No info,4,No info,91
668594,2,No info,1,85
991896,2,No info,1,63
237306,No info,8,2,180
459076,2,No info,1,70
639528,1,No info,1,No info
1196243,No info,4,No info,No info
1181571,2,No info,No info,No info
982382,1,No info,No info,No info
444052,No info,No info,1,90
621865,1,No info,1,No info
146464,No info,9,2,120
421495,No info,6,2,150
928767,No info,5,3,107
982368,1,No info,No info,No info
1081071,No info,4,1,65
480291,No info,7,5,160
1181360,2,No info,No info,No info
668629,2,No info,1,80
982348,1,No info,No info,No info
380300,No info,19,6,320
1090140,1,No info,No info,No info
1183115,3,No info,No info,No info
1080599,No info,6,2,140
229442,No info,6,2,107
90238,No info,11,2,200
1013135,No info,4,No info,No info
323603,No info,6,2,100
935678,No info,5,1,No info
1069861,No info,6,No info,No info
123042,No info,6,2,120
580694,No info,1,2,No info
119768,No info,3,1,65
640970,No info,5,2,101
229415,No info,7,2,No info
523228,2,No info,2,95
296293,No info,4,2,110
1205261,2,No info,No info,No info
621392,3,No info,2,No info
867058,No info,No info,1,42
622507,2,No info,1,No info
668406,2,No info,1,133
944074,3,No info,1,No info
417517,1,No info,1,40
1014256,No info,4,2,80
809983,2,No info,2,60
363934,No info,6,2,No info
977832,No info,8,4,160
1180166,3,No info,No info,No info
619546,No info,5,2,150
601179,No info,9,3,167
282049,No info,4,1,85
1182124,3,No info,No info,No info
300439,2,No info,1,100
122524,2,No info,1,70
103907,No info,4,1,120
456521,No info,7,4,No info
110564,No info,5,1,100
968341,No info,5,2,140
156961,No info,5,4,195
971692,No info,5,1,140
973632,No info,5,1,No info
138814,No info,6,2,180
1181295,3,No info,No info,No info
810024,3,No info,2,110
966580,No info,7,3,150
668506,2,No info,2,70
893940,2,No info,1,82
391330,No info,No info,1,90
154758,No info,4,2,124
1180282,2,No info,No info,No info
782775,3,No info,2,No info
153517,No info,5,1,105
1180576,3,No info,No info,No info
150419,No info,4,1,99
773796,No info,4,2,96
1181540,3,No info,No info,No info
622522,3,No info,2,No info
127988,No info,6,4,160
1179921,3,No info,No info,No info
754890,1,No info,1,52
218310,No info,10,2,200
1067626,No info,4,2,No info
623227,2,No info,1,70
119718,No info,4,2,135
973242,No info,6,No info,No info
624289,3,No info,No info,80
123232,No info,3,1,100
1183057,3,No info,No info,No info
1181562,3,No info,No info,No info
155489,No info,7,2,150
779787,No info,4,1,75
640627,No info,2,2,100
95336,No info,9,2,230
295383,No info,5,2,No info
202895,No info,5,2,104
512472,No info,7,2,190
929889,No info,7,2,No info
263519,No info,9,5,282
895498,No info,2,1,70
125600,No info,3,3,85
810162,2,No info,1,79
508566,No info,2,1,32
226800,No info,6,No info,128
1083007,No info,8,2,No info
113343,No info,4,1,90
997168,No info,4,1,100
931871,No info,6,No info,No info
312100,No info,No info,1,21
877407,No info,6,2,No info
777431,No info,2,1,70
469037,No info,4,2,150
145841,No info,4,2,124
809989,3,No info,2,65
810158,3,No info,2,135
88738,No info,No info,1,No info
949378,1,No info,1,No info
929876,No info,9,2,No info
978649,2,No info,1,67
90230,No info,11,2,200
641661,2,No info,2,76
754165,No info,4,1,98
810036,3,No info,2,120
90445,No info,8,2,244
1022729,3,No info,2,78
973226,No info,4,2,No info
282070,No info,4,2,100
1189754,2,No info,1,No info
1181323,2,No info,No info,No info
1085558,No info,7,2,120
620950,2,No info,1,No info
1180394,2,No info,No info,No info
1090169,No info,No info,No info,No info
641684,No info,No info,1,68
1086669,No info,5,2,100
968340,No info,5,2,140
400764,No info,11,2,180
952773,No info,8,No info,139
952774,No info,8,No info,139
1182110,2,No info,No info,No info
215714,No info,7,1,140
136574,No info,5,4,195
304768,2,No info,1,62
165971,No info,3,1,70
668527,2,No info,2,80
918414,No info,4,1,90
668664,2,No info,2,78
1014254,No info,4,2,80
877410,No info,6,2,No info
641667,2,No info,2,85
1205275,3,No info,No info,No info
118267,No info,3,1,124
90444,No info,8,2,244
1082245,3,No info,3,No info
1181613,2,No info,No info,No info
609153,2,No info,1,70
126394,1,No info,1,50
1218923,3,No info,2,No info
337374,2,No info,No info,No info
601293,No info,6,2,75
1011949,2,No info,1,120
930691,1,No info,1,No info
622395,2,No info,1,No info
372806,No info,13,2,280
1181712,2,No info,No info,No info
973159,No info,4,2,No info
1181285,2,No info,No info,No info
821343,No info,7,1,No info
924338,No info,5,1,114
810133,2,No info,2,91
1081100,No info,No info,1,50
456520,No info,7,4,No info
935587,No info,6,2,105
759599,No info,7,5,No info
93781,No info,No info,1,25
1002690,3,No info,2,No info
1002694,3,No info,2,No info
110559,No info,6,2,140
930595,No info,4,2,90
777973,No info,2,1,105
810049,2,No info,2,110
1015368,3,No info,No info,No info
954277,4,No info,2,100
389554,No info,3,1,80
766875,2,No info,2,No info
123174,No info,No info,1,50
125653,4,No info,1,95
1014117,1,No info,1,No info
640168,1,No info,2,No info
220682,No info,4,2,85
1002351,3,No info,2,No info
982088,No info,4,2,120
622407,2,No info,2,No info
1183132,3,No info,No info,No info
810262,3,No info,2,80
895425,2,No info,2,No info
1198410,2,No info,2,65
1180335,3,No info,No info,No info
653357,No info,4,1,No info
157084,3,No info,2,110
1089738,No info,6,2,120
668371,1,No info,2,70
810215,2,No info,2,150
601301,No info,5,2,75
332735,No info,2,1,85
985215,2,No info,1,60
513087,No info,6,2,160
513082,No info,6,2,160
624251,2,No info,No info,45
363929,No info,6,2,No info
956109,No info,4,2,120
479166,1,No info,1,75
962132,No info,4,2,100
323625,No info,6,2,100
439098,2,No info,1,55
1091443,No info,6,2,130
523135,No info,8,2,200
1182693,3,No info,No info,No info
1180308,1,No info,No info,No info
1180362,3,No info,No info,No info
305650,No info,7,1,161
779276,2,No info,1,65
1065458,No info,2,1,80
947664,No info,6,2,180
954776,No info,6,2,115
925284,No info,7,2,150
622017,2,No info,2,No info
970043,No info,8,4,No info
208765,No info,3,2,70
1005869,No info,6,No info,No info
226082,No info,7,2,170
995752,3,No info,2,85
134282,No info,10,3,180
977836,No info,8,4,160
809967,3,No info,2,110
929086,No info,4,1,90
1180055,3,No info,No info,No info
768078,2,No info,2,64
624254,2,No info,No info,45
1181956,3,No info,No info,No info
1181624,3,No info,No info,No info
154820,No info,No info,1,35
128488,No info,4,2,75
932580,No info,8,4,270
85767,2,No info,1,70
781227,1,No info,1,No info
312102,No info,No info,1,35
728950,2,No info,1,No info
456737,No info,No info,1,38
100797,No info,3,2,140
1003787,No info,4,2,90
988175,No info,7,2,No info
1086149,1,No info,1,No info
622335,2,No info,2,No info
973113,2,No info,1,47
952760,No info,8,No info,126
592532,No info,3,No info,No info
1175783,2,No info,1,60
84282,No info,3,1,90
102548,No info,7,2,180
121875,No info,1,1,40
360306,No info,3,2,85
118262,No info,4,2,124
729202,2,No info,1,55
520115,1,No info,1,119
1211373,3,No info,4,160
140430,No info,10,3,180
208144,1,No info,1,49
1086562,No info,2,1,57
916485,No info,6,2,169
620983,2,No info,1,No info
1090155,No info,No info,No info,No info
207356,No info,4,2,100
1179925,3,No info,No info,No info
450017,2,No info,1,50
323629,No info,6,2,100
236045,No info,5,5,85
929077,No info,3,1,80
665988,1,No info,1,40
932279,No info,3,1,85
1189071,2,No info,1,59
952825,No info,6,No info,130
952826,No info,6,No info,130
148750,1,No info,1,48
947708,No info,10,4,No info
569099,1,No info,1,50
363930,No info,6,2,No info
364193,No info,3,1,60
110558,No info,6,2,140
653359,No info,4,1,No info
916368,3,No info,1,No info
1064369,No info,6,No info,No info
1068554,No info,6,2,200
994852,No info,11,No info,No info
298287,No info,4,3,90
621361,3,No info,1,No info
744242,No info,5,4,No info
393461,No info,6,2,150
624281,3,No info,No info,80
233582,No info,No info,1,35
930689,1,No info,1,No info
120219,No info,10,4,360
390613,No info,3,1,75
926909,1,No info,No info,No info
915750,2,No info,1,57
596057,2,No info,1,55
128466,2,No info,1,75
318949,2,No info,1,50
1183206,2,No info,No info,No info
942723,No info,6,5,250
150938,3,No info,1,50
1081046,3,No info,2,85
980203,4,No info,2,95
1014868,No info,8,3,280
624007,No info,5,2,80
622309,1,No info,2,No info
94936,No info,4,1,80
143791,2,No info,1,75
952777,No info,8,No info,139
952778,No info,8,No info,139
128487,No info,4,2,75
620643,1,No info,1,No info
120982,No info,7,2,132
592500,No info,3,No info,No info
415003,No info,3,1,60
276517,No info,3,No info,No info
140432,No info,10,3,180
932577,No info,8,4,270
577471,No info,3,1,71
1189983,No info,2,1,65
268568,3,No info,1,75
810235,1,No info,1,50
929226,No info,3,2,80
439333,4,No info,1,55
296638,3,No info,1,70
292774,No info,6,7,190
987945,2,No info,2,121
619545,No info,5,2,150
577498,No info,3,2,77
478718,No info,3,1,65
1051886,No info,5,2,No info
1051884,No info,5,2,No info
1008329,No info,No info,1,63
1198413,3,No info,No info,No info
462703,1,No info,1,60
639703,No info,7,3,125
220781,3,No info,1,120
988091,No info,5,2,No info
420185,2,No info,1,75
1090436,No info,2,No info,No info
1090426,No info,2,No info,No info
363932,No info,6,2,No info
263520,No info,9,5,282
861693,No info,5,2,No info
213464,1,No info,1,53
205403,No info,4,1,124
969038,No info,5,2,No info
767281,3,No info,2,No info
308850,No info,1,1,80
861691,No info,5,2,No info
980675,3,No info,2,85
90233,No info,11,2,200
608693,No info,3,1,150
621316,3,No info,2,No info
298926,3,No info,2,80
85475,No info,4,2,90
982714,No info,5,5,120
592484,No info,3,No info,No info
1195535,2,No info,2,100
229677,No info,5,3,100
408046,No info,3,1,90
955348,No info,7,1,No info
1006335,No info,7,No info,No info
592481,No info,3,No info,No info
995513,No info,No info,1,40
1181354,2,No info,No info,No info
973196,No info,8,3,No info
973633,No info,5,1,No info
85476,No info,4,2,90
372808,No info,13,2,280
129243,2,No info,1,60
936156,No info,4,3,130
621043,3,No info,2,No info
276518,No info,3,No info,No info
576689,3,No info,2,100
621635,1,No info,1,55
321841,No info,9,4,150
355149,No info,3,1,70
877417,No info,7,1,No info
137344,No info,6,1,210
235020,2,No info,1,39
913346,2,No info,1,No info
642580,2,No info,1,75
382880,No info,5,2,100
1086673,No info,5,2,100
236044,No info,5,5,85
120216,No info,10,4,360
466472,2,No info,2,70
576969,No info,2,2,82
668373,2,No info,2,80
954773,No info,6,2,115
947700,No info,10,4,No info
973178,No info,7,3,No info
784792,3,No info,1,110
336688,No info,4,1,70
402681,No info,5,2,156
592509,No info,3,No info,No info
668639,2,No info,1,76
668571,2,No info,2,90
392616,2,No info,1,80
928092,No info,3,1,65
146470,No info,9,2,120
953160,No info,6,2,No info
622302,2,No info,1,No info
100312,No info,5,2,130
794697,No info,No info,1,45
1007832,No info,2,1,No info
962755,2,No info,1,80
1090483,2,No info,No info,No info
619805,2,No info,1,65
592501,No info,3,No info,No info
874006,1,No info,1,No info
619548,No info,5,2,150
1003043,No info,5,3,220
601197,No info,5,2,75
768487,No info,6,3,196
988169,No info,6,2,No info
1175752,2,No info,2,67
592515,No info,3,No info,No info
620878,2,No info,1,No info
642164,4,No info,1,120
592511,No info,3,No info,No info
1181183,1,No info,No info,No info
380305,No info,19,6,320
625184,2,No info,No info,80
752845,1,No info,3,60
963291,2,No info,2,76
863896,2,No info,2,92
952780,No info,8,No info,139
952447,No info,5,No info,101
275820,No info,2,1,70
226081,No info,7,2,170
205051,No info,2,1,65
207358,No info,4,2,100
1180385,2,No info,No info,No info
1180410,2,No info,No info,No info
916482,No info,6,2,169
991899,3,No info,1,85
1089810,2,No info,2,65
401776,No info,4,1,No info
619547,No info,5,2,150
372788,No info,10,6,120
637478,3,No info,2,No info
1068473,4,No info,2,150
320084,3,No info,1,55
226799,No info,6,No info,128
954615,2,No info,1,No info
1090456,2,No info,No info,No info
1000053,No info,7,2,136
592510,No info,3,No info,No info
810121,3,No info,2,98
466301,No info,5,4,110
935456,No info,7,2,142
987948,3,No info,2,93
282048,No info,4,1,85
592496,No info,3,No info,No info
810143,2,No info,1,90
125777,4,No info,2,110
1071487,No info,No info,1,40
653358,No info,4,1,No info
807007,3,No info,1,85
276489,No info,No info,1,46
472908,2,No info,2,65
957175,1,No info,1,65
957171,1,No info,1,65
922872,No info,7,3,No info
90439,No info,8,2,244
209616,2,No info,1,55
935676,No info,5,1,No info
279258,No info,3,1,75
953435,2,No info,1,47
1182980,3,No info,No info,No info
1089816,2,No info,2,105
959737,No info,4,2,106
1083307,No info,5,2,90
421479,3,No info,1,100
1183027,3,No info,No info,No info
233524,3,No info,1,75
936824,No info,3,1,65
1013705,No info,6,No info,No info
922508,1,No info,1,60
218487,4,No info,1,140
1082181,2,No info,1,70
1078895,3,No info,1,60
85507,2,No info,1,55
569106,2,No info,2,105
1064378,No info,4,1,No info
952775,No info,8,No info,139
952904,No info,6,No info,123
952918,No info,8,No info,127
1085552,No info,4,2,No info
977535,2,No info,2,81
924334,No info,5,1,114
954775,No info,6,2,115
973631,No info,5,1,No info
621010,1,No info,1,No info
929877,No info,9,2,No info
917839,No info,4,1,No info
372749,No info,19,6,320
1003047,No info,5,3,220
91685,2,No info,1,65
1172535,No info,6,4,127
255529,1,No info,1,70
480288,No info,7,5,160
1013065,No info,6,No info,No info
624244,3,No info,2,120
382882,No info,5,2,100
1013066,No info,6,No info,No info
372795,No info,8,2,150
1013064,No info,6,No info,No info
469574,1,No info,1,47
564947,No info,8,2,250
290975,2,No info,1,50
125601,No info,3,3,85
512466,No info,7,2,190
308120,1,No info,1,38
983655,No info,3,2,No info
1003171,No info,4,2,130
935258,No info,1,1,90
957210,3,No info,2,76
564948,No info,8,2,250
1014866,No info,8,3,280
927791,No info,5,2,No info
927788,No info,5,2,No info
961386,3,No info,1,59
1089825,3,No info,2,110
1069862,No info,6,No info,No info
951349,3,No info,2,95
606821,No info,3,1,80
953699,No info,4,1,No info
952776,No info,8,No info,139
417397,4,No info,2,120
90235,No info,11,2,200
1007784,2,No info,1,No info
90036,No info,6,2,170
925219,No info,4,2,No info
105393,No info,4,No info,110
624213,3,No info,No info,85
624209,3,No info,2,85
1089808,1,No info,1,55
125026,2,No info,1,45
977834,No info,8,4,160
389736,3,No info,1,70
118631,No info,18,5,460
459916,No info,5,4,75
1189192,No info,2,2,85
769865,No info,14,4,380
1089909,3,No info,2,95
625181,2,No info,No info,80
154289,2,No info,1,58
343403,1,No info,1,48
599659,No info,2,1,79
774399,No info,5,2,196
1089845,2,No info,2,90
604031,2,No info,1,50
952764,No info,8,No info,126
877419,No info,7,1,No info
625187,2,No info,No info,80
347231,No info,No info,1,20
1069830,No info,10,4,350
762668,No info,2,2,No info
334050,No info,5,1,85
608786,3,No info,2,80
937602,2,No info,1,130
103539,2,No info,1,40
969039,No info,5,2,No info
891218,No info,2,4,200
105392,No info,4,No info,110
105391,No info,4,No info,110
988098,No info,5,2,No info
1080593,1,No info,1,No info
1014255,No info,4,2,80
620775,1,No info,1,No info
988109,No info,10,5,No info
916484,No info,6,2,169
988113,No info,10,5,No info
621666,2,No info,2,No info
729200,1,No info,1,38
622418,3,No info,1,No info
982573,2,No info,2,110
983199,2,No info,1,58
456523,No info,7,4,No info
952824,No info,6,No info,130
952397,2,No info,1,56
153337,No info,10,3,250
810045,3,No info,2,120
926894,1,No info,No info,No info
620908,2,No info,2,No info
984177,1,No info,1,80
970846,2,No info,2,90
994853,No info,11,No info,No info
324761,4,No info,2,100
952805,No info,8,No info,133
577480,No info,4,2,82
621437,2,No info,1,No info
974227,1,No info,1,35
282068,No info,4,2,100
154292,2,No info,1,60
467396,1,No info,1,90
926903,1,No info,No info,No info
1180129,1,No info,No info,No info
620708,2,No info,2,No info
1180583,1,No info,No info,No info
1181326,1,No info,No info,No info
894006,2,No info,1,62
423896,4,No info,No info,No info
564944,No info,8,2,250
564945,No info,8,2,250
572873,2,No info,No info,No info
754777,No info,3,1,100
1005870,No info,6,No info,No info
1005873,No info,6,No info,No info
761178,No info,No info,1,21
1190962,2,No info,2,65
810058,2,No info,1,76
982090,No info,4,2,120
620802,3,No info,2,No info
100310,No info,5,2,130
936153,No info,4,3,130
523106,2,No info,2,90
936154,No info,4,3,130
469893,2,No info,1,70
953100,2,No info,2,144
972219,No info,5,No info,No info
988174,No info,7,2,No info
926899,1,No info,No info,No info
944044,3,No info,2,No info
615516,2,No info,1,62
952852,No info,7,No info,116
205402,No info,4,1,124
122147,1,No info,1,35
225913,No info,No info,1,28
619439,2,No info,1,42
601305,No info,5,2,75
262173,2,No info,1,No info
146467,No info,9,2,120
1180228,1,No info,No info,No info
1182871,3,No info,No info,No info
1182994,2,No info,No info,No info
1081773,No info,No info,1,40
638619,2,No info,1,55
480287,No info,7,5,160
988112,No info,10,5,No info
962192,No info,8,No info,No info
466941,2,No info,2,75
927719,2,No info,2,75
1016491,3,No info,2,120
769611,2,No info,2,78
151447,No info,No info,1,45
877420,No info,7,1,No info
877408,No info,6,2,No info
152180,4,No info,1,140
1012813,No info,7,3,115
417547,4,No info,1,80
393463,No info,6,2,150
1085515,2,No info,2,140
929079,No info,3,1,80
218313,No info,10,2,200
953818,1,No info,1,55
947703,No info,10,4,No info
987772,2,No info,1,120
985895,3,No info,2,85
331197,No info,5,2,120
877411,No info,6,2,No info
1181702,2,No info,1,No info
932573,No info,8,4,270
356497,4,No info,2,100
1071127,1,No info,1,No info
1205375,1,No info,No info,No info
640772,No info,4,2,No info
338660,2,No info,1,40
289789,2,No info,2,No info
601227,4,No info,2,119
981794,No info,4,1,No info
1182673,1,No info,No info,No info
973227,No info,4,2,No info
951357,2,No info,1,58
621941,2,No info,1,No info
994786,No info,7,2,No info
1180191,2,No info,No info,No info
1086672,No info,5,2,100
120885,No info,No info,1,50
625096,2,No info,No info,90
1066313,No info,3,2,100
624248,2,No info,1,45
668521,2,No info,2,70
1182662,2,No info,No info,No info
1182132,2,No info,No info,No info
151048,No info,No info,1,50
623372,3,No info,1,76
1003044,No info,5,3,220
809996,2,No info,2,60
228968,2,No info,1,45
340701,No info,No info,1,70
952787,No info,6,No info,130
810007,2,No info,2,108
668418,2,No info,2,100
151446,No info,No info,1,45
809980,2,No info,2,60
244596,2,No info,1,90
635499,2,No info,2,110
969262,4,No info,2,105
668382,2,No info,1,73
1182137,2,No info,No info,No info
309400,2,No info,2,75
393465,No info,6,2,150
560256,No info,2,1,64
372787,No info,10,6,120
1169019,2,No info,1,80
975911,2,No info,1,70
331199,No info,5,2,120
1165825,4,No info,3,No info
620956,2,No info,1,No info
1180406,3,No info,No info,No info
1175873,3,No info,2,69
393466,No info,6,2,150
218312,No info,10,2,200
1089421,3,No info,2,No info
1181696,2,No info,No info,No info
431945,1,No info,2,100
1071374,8,No info,3,192
1180205,2,No info,No info,No info
1181373,3,No info,No info,No info
1182650,2,No info,No info,No info
154497,No info,10,1,200
668557,2,No info,1,70
592530,No info,3,No info,No info
1192431,1,No info,1,No info
204888,No info,3,1,70
668534,2,No info,1,90
155193,No info,3,1,115
291346,2,No info,1,73
337388,3,No info,No info,No info
336454,No info,No info,1,36
523231,2,No info,2,95
1083489,No info,2,1,80
852437,No info,No info,1,15
1180194,2,No info,No info,No info
349319,2,No info,1,40
296294,No info,4,2,110
337396,3,No info,No info,No info
893992,3,No info,2,110
1021779,2,No info,2,50
1175728,2,No info,No info,No info
797716,3,No info,2,80
1091058,2,No info,1,No info
668661,2,No info,1,70
624293,3,No info,No info,80
523293,No info,No info,1,35
935512,No info,2,1,35
149026,4,No info,1,140
625144,3,No info,2,110
134926,3,No info,2,80
201432,1,No info,1,41
809977,2,No info,2,150
1181705,3,No info,No info,No info
99251,3,No info,2,80
1003174,No info,4,2,130
1003172,No info,4,2,130
417560,1,No info,2,60
456526,No info,7,4,No info
978186,No info,4,2,No info
1195218,3,No info,1,90
886421,1,No info,2,50
985945,4,No info,2,85
202671,No info,5,2,130
984030,No info,1,3,No info
931596,3,No info,1,90
844751,3,No info,2,No info
688952,4,No info,2,90
636124,No info,3,No info,No info
624267,3,No info,No info,120
625156,3,No info,No info,80
729209,1,No info,1,38
397716,3,No info,1,55
625178,2,No info,No info,80
147845,No info,No info,1,65
987652,2,No info,1,55
986000,No info,No info,1,45
1088529,3,No info,2,80
986232,2,No info,1,80
290215,2,No info,No info,No info
986237,No info,No info,1,55
1196206,1,No info,No info,No info
839935,No info,5,2,160
982857,No info,No info,1,70
668592,1,No info,1,50
523101,1,No info,1,90
1182723,1,No info,No info,No info
597428,3,No info,2,118
343409,1,No info,1,48
951353,2,No info,1,92
953503,2,No info,1,60
603829,1,No info,1,114
1210184,3,No info,2,No info
127654,3,No info,2,80
624239,4,No info,3,180
116945,2,No info,1,50
962758,3,No info,2,114
1171668,No info,1,1,No info
354289,1,No info,1,57
117831,4,No info,1,95
90234,No info,11,2,200
641664,2,No info,2,77
309386,2,No info,2,70
810212,2,No info,1,70
954460,2,No info,2,70
1183101,2,No info,No info,No info
1181550,2,No info,No info,No info
560577,No info,3,1,85
810226,3,No info,2,85
668603,2,No info,2,95
1205239,2,No info,No info,No info
1196251,2,No info,No info,No info
810170,2,No info,1,110
668642,2,No info,1,76
810136,2,No info,2,91
770032,2,No info,2,150
1169134,2,No info,1,50
624230,3,No info,No info,85
624235,3,No info,No info,85
624263,3,No info,2,120
893998,2,No info,1,62
1180461,3,No info,No info,No info
930693,2,No info,2,No info
1180239,3,No info,No info,No info
1181556,2,No info,No info,No info
1182117,4,No info,No info,No info
1183042,3,No info,No info,No info
1180348,3,No info,No info,No info
959084,3,No info,2,131
955487,4,No info,2,190
1193431,No info,No info,1,60
259034,3,No info,1,120
636194,1,No info,1,57
953098,1,No info,1,48
982713,No info,5,5,120
986248,No info,No info,1,55
304372,No info,No info,1,50
523236,2,No info,2,85
218374,1,No info,1,50
1012791,3,No info,1,75
810032,3,No info,2,100
95053,1,No info,1,55
1167212,2,No info,2,No info
625148,3,No info,No info,80
641675,2,No info,1,62
1182734,2,No info,No info,No info
1183035,3,No info,No info,No info
668616,2,No info,1,70
401617,3,No info,2,80
417454,3,No info,2,80
1205337,2,No info,No info,No info
729194,2,No info,1,55
225912,No info,No info,1,28
147844,No info,No info,1,70
374316,1,No info,1,55
1180265,2,No info,No info,No info
1173455,4,No info,2,85
1205355,3,No info,No info,No info
625164,3,No info,No info,80
625190,1,No info,No info,80
397720,3,No info,1,55
625160,3,No info,No info,80
